Item,Quantity,Alternate Names,SI Units,Defining Document,Description,Symbol,Type,Last edited by,Last edited time
4-9.2,weight,,newton (https://app.notion.com/p/newton-750dd870e1f64780b5d0d8ec3e41c255?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),force (item 4-9.1) acting on a body in the gravitational field of earth: $\boldsymbol F_g = m \boldsymbol g$ where $m$ (item 4-1) is the mass of the body and $\boldsymbol g$ is the local acceleration of free fall (ISO 80000-3),vector F_g (https://app.notion.com/p/vector-F_g-3c1b24cf917a8083a067ca2e93a710fb?pvs=21),Derived,Steven Jenkins,"August 20, 2026 12:16 AM"
4-9.3,static friction force,,newton (https://app.notion.com/p/newton-750dd870e1f64780b5d0d8ec3e41c255?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),force (item 4-9.1) resisting the motion before a body starts to slide on a surface,vector F_s (https://app.notion.com/p/vector-F_s-3c2b24cf917a80668c9efc459fe782b5?pvs=21),Derived,Steven Jenkins,"August 20, 2026 7:11 AM"
4-9.4,kinetic friction force,,newton (https://app.notion.com/p/newton-750dd870e1f64780b5d0d8ec3e41c255?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),force (item 4-9.1) resisting the motion when a body slides on a surface,vector F_mu (https://app.notion.com/p/vector-F_mu-3c2b24cf917a809faadfe939bb57756e?pvs=21),Derived,Steven Jenkins,"August 20, 2026 7:07 AM"
4-9.5,rolling resistance,,newton (https://app.notion.com/p/newton-750dd870e1f64780b5d0d8ec3e41c255?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),force (item 4-9.1) resisting the motion when a body rolls on a surface,vector F_rr (https://app.notion.com/p/vector-F_rr-3c2b24cf917a8037ad9cc9f30fdab25c?pvs=21),Derived,Steven Jenkins,"August 20, 2026 7:15 AM"
4-9.6,drag force,,newton (https://app.notion.com/p/newton-750dd870e1f64780b5d0d8ec3e41c255?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),force (item 4-9.1) resisting the motion of a body in a fluid,vector F_D (https://app.notion.com/p/vector-F_D-3c2b24cf917a80fca9d6d63fd39c8ecd?pvs=21),Derived,Steven Jenkins,"August 20, 2026 7:18 AM"
4-10,impulse,,newton second (https://app.notion.com/p/newton-second-3c1b24cf917a80488ce2fa9a978d264a?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),"vector (ISO 80000-2) quantity describing the effect of force acting during a time interval: $\boldsymbol I = \int_{t_1}^{t_2} \boldsymbol F {\mathrm d}t$ where $\boldsymbol F $is force (item 4-9.1), $t$ is time (ISO 80000-3) and $[t_1, t_2]$ is considered time interval",vector I (https://app.notion.com/p/vector-I-3c1b24cf917a80c2942dec91193f0e0a?pvs=21),Derived,Steven Jenkins,"August 20, 2026 7:28 AM"
4-11,angular momentum,,kilogram meter squared per second (https://app.notion.com/p/kilogram-meter-squared-per-second-3c2b24cf917a80a99ffded3ddfe71762?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),vector (ISO 80000-2) quantity described by the vector product: $\mathrm L = \boldsymbol r \times \boldsymbol p$ where $\boldsymbol r$ is position vector (ISO 80000-3) with respect to the axis of rotation and $\boldsymbol p$ is momentum (item 4-8),vector L (https://app.notion.com/p/vector-L-3c2b24cf917a800092cecae5069e3c6d?pvs=21),Derived,Steven Jenkins,"August 20, 2026 9:45 AM"
4-12.1,moment of force,,newton metre (https://app.notion.com/p/newton-metre-3c2b24cf917a80ce906bde55a79cb7a9?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),vector (ISO 80000-2) quantity described by the vector product: $\boldsymbol M = \boldsymbol r \times \boldsymbol F$where $\boldsymbol r$ is position vector (ISO 80000-3) with respect to the axis of rotation and $\boldsymbol F$ is force (item 4-9.1),vector M (https://app.notion.com/p/vector-M-3c2b24cf917a8054b5d7fbb35c8dddde?pvs=21),Derived,Steven Jenkins,"August 20, 2026 8:34 AM"
4-12.2,torque,,newton metre (https://app.notion.com/p/newton-metre-3c2b24cf917a80ce906bde55a79cb7a9?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),quantity described by the scalar product: $T = \boldsymbol M \cdot \boldsymbol e_{\mathrm Q}$ where $\boldsymbol M$ is moment of force (item 4-12.1) and $\boldsymbol e_{\mathrm Q}$ is unit vector of direction with respect to which the torque is considered,"T (https://app.notion.com/p/T-3c0b24cf917a802d91cafa72ca21905f?pvs=21), M_Q (https://app.notion.com/p/M_Q-3c2b24cf917a807789a0d75a9970a3ee?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 8:41 AM"
4-13,angular impulse,,newton metre second (https://app.notion.com/p/newton-metre-second-3c2b24cf917a80d2b372dd32261e4f4d?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),"vector (ISO 80000-2) quantity describing the effect of moment of force during a time interval: $\boldsymbol H (t_1; t_2) = \int_{t_1}^{t_2} \boldsymbol M {\mathrm d}t$ where vec(M) is moment of force (item 4-12.1), $t$ is time (ISO 80000-3) and $[t_1, t_2]$ is considered time interval",vector H (https://app.notion.com/p/vector-H-3c2b24cf917a80a09020db22c7f0665e?pvs=21),Derived,Steven Jenkins,"August 20, 2026 9:41 AM"
4-14.1,pressure,,"pascal (https://app.notion.com/p/pascal-6de80161ba5e4212beaf2dd06b937a55?pvs=21), newton per square metre (https://app.notion.com/p/newton-per-square-metre-3c2b24cf917a80118182dfc67ef8a311?pvs=21)",ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),The force applied perpendicular to a surface per unit area.,p (https://app.notion.com/p/p-3c2b24cf917a80b19d6cea7fff8bcc05?pvs=21),Derived,Steven Jenkins,"August 20, 2026 9:43 AM"
4-14.2,gauge pressure,,"pascal (https://app.notion.com/p/pascal-6de80161ba5e4212beaf2dd06b937a55?pvs=21), newton per square metre (https://app.notion.com/p/newton-per-square-metre-3c2b24cf917a80118182dfc67ef8a311?pvs=21)",ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),pressure $p$ (item 4-14.1) decremented by ambient pressure $p_{\mathrm amb}$: $p_{\mathrm e} = p - p_{\mathrm amb}$,p_e (https://app.notion.com/p/p_e-3c2b24cf917a80a5af44c5a5de45c0a4?pvs=21),Derived,Steven Jenkins,"August 20, 2026 9:44 AM"
4-15,stress,,"pascal (https://app.notion.com/p/pascal-6de80161ba5e4212beaf2dd06b937a55?pvs=21), newton per square metre (https://app.notion.com/p/newton-per-square-metre-3c2b24cf917a80118182dfc67ef8a311?pvs=21)",ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),tensor (ISO 80000-2) quantity representing state of tension of matter,sigma (https://app.notion.com/p/sigma-3c0b24cf917a80608574ea2fb9cb972c?pvs=21),Derived,Steven Jenkins,"August 20, 2026 9:58 AM"
4-16.1,normal stress,,"pascal (https://app.notion.com/p/pascal-6de80161ba5e4212beaf2dd06b937a55?pvs=21), newton per square metre (https://app.notion.com/p/newton-per-square-metre-3c2b24cf917a80118182dfc67ef8a311?pvs=21)",ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),scalar (ISO 80000-2) quantity describing surface action of a force into a body equal to: $σ_{\mathrm n} = \frac{\mathrm d F_{\mathrm n}}{\mathrm d A}$ where $F_n$ is the normal component of force (item 4-9.1) and $A$ is the area (ISO 80000-3) of the surface element,"sigma (https://app.notion.com/p/sigma-3c0b24cf917a80608574ea2fb9cb972c?pvs=21), sigma_n (https://app.notion.com/p/sigma_n-3c2b24cf917a8021823dfc7b7d0f12a5?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 9:59 AM"
4-16.2,shear stress,,"pascal (https://app.notion.com/p/pascal-6de80161ba5e4212beaf2dd06b937a55?pvs=21), newton per square metre (https://app.notion.com/p/newton-per-square-metre-3c2b24cf917a80118182dfc67ef8a311?pvs=21)",ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),scalar (ISO 80000-2) quantity describing surface action of a force into a body equal to: $τ_{\mathrm s} = \frac{\mathrm d F_{\mathrm t}}{\mathrm d A}$ where $F_\mathrm t$ is the tangential component of force (item 4-9.1) and $A$ is the area (ISO 80000-3) of the surface element,"tau_s (https://app.notion.com/p/tau_s-3c2b24cf917a80018236f208c90b0982?pvs=21), tau (https://app.notion.com/p/tau-3c0b24cf917a804ebf33dc2d87685fba?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 10:04 AM"
4-17.1,strain,,one (https://app.notion.com/p/one-3c0b24cf917a80a2b6efdb4b06e75983?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),tensor (ISO 80000-2) quantity representing the deformation of matter caused by stress,vector epsilon (https://app.notion.com/p/vector-epsilon-3c2b24cf917a808aa554f81e3ca09fc9?pvs=21),Derived,Steven Jenkins,"August 20, 2026 10:09 AM"
4-17.2,relative linear strain,,one (https://app.notion.com/p/one-3c0b24cf917a80a2b6efdb4b06e75983?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),quotient of change in length $\Delta l$ (ISO 80000-3) of an object and its length $l$ (ISO 80000-3): ε = (Δl)/l,"epsilon (https://app.notion.com/p/epsilon-3c2b24cf917a803da115ee39fcb3f8cc?pvs=21), (e) (https://app.notion.com/p/e-3c2b24cf917a80ac819ed0f7e072e143?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 10:16 AM"
4-17.3,shear strain,,one (https://app.notion.com/p/one-3c0b24cf917a80a2b6efdb4b06e75983?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),quotient of parallel displacement $Δx$ (ISO 80000-3) of two surfaces of a layer and the thickness d (ISO 80000-3) of the layer: $\gamma = \frac{\Delta x}{d}$,gamma (https://app.notion.com/p/gamma-3c0b24cf917a809faa1ee97a4ab80908?pvs=21),Derived,Steven Jenkins,"August 20, 2026 10:19 AM"
4-17.4,relative volume strain,,one (https://app.notion.com/p/one-3c0b24cf917a80a2b6efdb4b06e75983?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),quotient of change in volume $\Delta V$ (ISO 80000-3) of an object and its volume $V_0$ (ISO 80000-3): $\theta = \frac{\Delta V}{V_0}$,theta (https://app.notion.com/p/theta-3c0b24cf917a80ca9a08c4c1a53599c8?pvs=21),Derived,Steven Jenkins,"August 20, 2026 10:23 AM"
4-18,Poisson number,,one (https://app.notion.com/p/one-3c0b24cf917a80a2b6efdb4b06e75983?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),quotient of change in width $\Delta b$ (width is defined in ISO 80000-3) and change in length $\Delta l$ (length is defined in ISO 80000-3) of an object: $\mu = \frac{\Delta b}{\Delta l}$,,Derived,Steven Jenkins,"August 20, 2026 11:09 AM"
4-19.1,modulus of elasticity,Young modulus (https://app.notion.com/p/Young-modulus-3c2b24cf917a80a7947ad0d646dcf2fd?pvs=21),"pascal (https://app.notion.com/p/pascal-6de80161ba5e4212beaf2dd06b937a55?pvs=21), newton per square metre (https://app.notion.com/p/newton-per-square-metre-3c2b24cf917a80118182dfc67ef8a311?pvs=21)",ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),quotient of normal stress $\sigma$ (item 4-16.1) and relative linear strain $\epsilon$ (item 4-17.2): $E = \frac{\sigma}{\epsilon}$,"E (https://app.notion.com/p/E-3c2b24cf917a8091ae3ffc04b5bb74e0?pvs=21), E_m (https://app.notion.com/p/E_m-3c2b24cf917a800ba4b8ef6be5bd813f?pvs=21), Y (https://app.notion.com/p/Y-3c2b24cf917a80debfa8f01aab85a0df?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 11:15 AM"
4-19.2,modulus of rigidity,shear modulus (https://app.notion.com/p/shear-modulus-3c2b24cf917a804ba799f417f4d0f670?pvs=21),"pascal (https://app.notion.com/p/pascal-6de80161ba5e4212beaf2dd06b937a55?pvs=21), newton per square metre (https://app.notion.com/p/newton-per-square-metre-3c2b24cf917a80118182dfc67ef8a311?pvs=21)",ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),quotient of shear stress $\tau$ (item 4-16.2) and shear strain $\gamma$ (item 4-17.3): $G = \frac{\tau}{\gamma}$,G (https://app.notion.com/p/G-3c1b24cf917a800fa586ef43ff1aa3cc?pvs=21),Derived,Steven Jenkins,"August 20, 2026 11:18 AM"
4-19.3,modulus of compression,bulk modulus (https://app.notion.com/p/bulk-modulus-3c2b24cf917a803ea635e220f9eae86c?pvs=21),"pascal (https://app.notion.com/p/pascal-6de80161ba5e4212beaf2dd06b937a55?pvs=21), newton per square metre (https://app.notion.com/p/newton-per-square-metre-3c2b24cf917a80118182dfc67ef8a311?pvs=21)",ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),negative of the quotient of pressure $p$ (item 4-14.1) and relative volume strain $\theta$ (item 4-17.4): $K = -\frac{p}{\theta}$,"K (https://app.notion.com/p/K-3c2b24cf917a8024bcd9e7269dc73967?pvs=21), K_m (https://app.notion.com/p/K_m-3c2b24cf917a80aca1efd5fba850d7de?pvs=21), B (https://app.notion.com/p/B-3c0b24cf917a809aae9ced0a0509b1db?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 11:22 AM"
4-20,compressibility,,one per pascal (https://app.notion.com/p/one-per-pascal-3c2b24cf917a804cadace529b8daefd7?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),negative relative change of volume $V$ (ISO 80000-3) of an object under pressure $p$ (item 4-14.1) expressed by: $\kappa = -\frac{1}{V}\frac{\mathrm d V}{\mathrm p}$,kappa (https://app.notion.com/p/kappa-3c0b24cf917a8053b87ec9fe7a4d1ec9?pvs=21),Derived,Steven Jenkins,"August 20, 2026 11:35 AM"
4-21.1,second axial moment of area,,metre to the fourth power (https://app.notion.com/p/metre-to-the-fourth-power-3c2b24cf917a80d3a639d53aa4997231?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),"geometrical characteristic of a shape of a body equal to: $I_{\mathrm a} = \iint_{\mathrm M} r_{\mathrm Q}^2 \mathrm d A$ where $M$ is the two-dimensional domain of the cross-section of a plane and considered body, $r_{\mathrm Q}$` is radial distance (ISO 80000-3) from a $\mathrm Q$-axis in the plane of the surface considered and $A$ is area (ISO 80000-3)",I_a (https://app.notion.com/p/I_a-3c2b24cf917a806082c8fc8e7eedb9a3?pvs=21),Derived,Steven Jenkins,"August 20, 2026 12:33 PM"
4-21.2,second polar moment of area,,metre to the fourth power (https://app.notion.com/p/metre-to-the-fourth-power-3c2b24cf917a80d3a639d53aa4997231?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),"geometrical characteristic of a shape of a body equal to: $I_{\mathrm p} = \iint_{\mathrm M} r_{\mathrm Q}^2 \mathrm d A$ where $M$ is the two-dimensional domain of the cross-section of a plane and considered body, $r_{\mathrm Q}$` is radial distance (ISO 80000-3) from a $\mathrm Q$-axis in the plane of the surface considered and $A$ is area (ISO 80000-3)",I_p (https://app.notion.com/p/I_p-3c2b24cf917a80349d0beaddc4b3aaf6?pvs=21),Derived,Steven Jenkins,"August 20, 2026 12:54 PM"
4-22,section modulus,,metre cubed (https://app.notion.com/p/metre-cubed-3c0b24cf917a806d81d0cf2464f80b33?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),"geometrical characteristic of a shape of a body equal to: $Z = \frac{I_{\mathrm a}}{r_{{\mathrm Q}, \mathrm{max}}}$ where $I_{\mathrm a}$ is the second axial moment of area (item 4-21.1) and $r_{{\mathrm Q},{\mathrm{max}}}$ is the maximum radial distance (ISO 80000-3) of any point in the surface considered from the $Q$-axis with respect to which $I_{\mathrm a}$ is defined","Z (https://app.notion.com/p/Z-3c2b24cf917a80529e72ddcbe317ad3e?pvs=21), (W) (https://app.notion.com/p/W-3c2b24cf917a801aa7cec3ee61607f65?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 1:20 PM"
4-23.1,static friction coefficient,"static friction (https://app.notion.com/p/static-friction-3c2b24cf917a80e2b18ad48e718d2d52?pvs=21), coefficient of static friction (https://app.notion.com/p/coefficient-of-static-friction-3c2b24cf917a8087b551eedd4be80068?pvs=21)",one (https://app.notion.com/p/one-3c0b24cf917a80a2b6efdb4b06e75983?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),proportionality factor between the maximum magnitude of the tangential component $F_{\mathrm max}$ of the static friction force (item 4-9.3) and the magnitude of the normal component $N$ of the contact force (item 4-9.1) between two bodies at relative rest with respect to each other: $F_{\mathrm max} = \mu_{\mathrm s} N$,"mu_s (https://app.notion.com/p/mu_s-3c2b24cf917a80e5a904e20b1fbc21e1?pvs=21), (f_s) (https://app.notion.com/p/f_s-3c2b24cf917a802f91e4c0f9fb521631?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 1:35 PM"
4-23.2,kinetic friction factor,dynamic friction factor (https://app.notion.com/p/dynamic-friction-factor-3c2b24cf917a80ccaeecc51bc40729b8?pvs=21),one (https://app.notion.com/p/one-3c0b24cf917a80a2b6efdb4b06e75983?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),"proportionality factor between the magnitudes of the kinetic friction force, $F_\mu$ (item 4-9.4) and the normal component $N$ of the contact force (item 4-9.1): $F_\mu = \mu N$","mu (https://app.notion.com/p/mu-3c2b24cf917a8026988cd5dd7be2fc37?pvs=21), (f) (https://app.notion.com/p/f-3c2b24cf917a806d8bcae62bdd12a733?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 1:40 PM"
4-23.3,rolling resistance factor,,one (https://app.notion.com/p/one-3c0b24cf917a80a2b6efdb4b06e75983?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),proportionality factor between the magnitude of the tangential component `F` and the magnitude of the normal component $N$ of the force applied to a body rolling on a surface at constant speed: $F = C_{\mathrm rr} N$,C_rr (https://app.notion.com/p/C_rr-3c2b24cf917a8070afeee1c11f4c7db8?pvs=21),Derived,Steven Jenkins,"August 20, 2026 2:02 PM"
4-23.4,drag coefficient,drag factor (https://app.notion.com/p/drag-factor-3c2b24cf917a8078a18cebe47c06765c?pvs=21),one (https://app.notion.com/p/one-3c0b24cf917a80a2b6efdb4b06e75983?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),"factor proportional to magnitude $F_{\mathrm D}$ of the drag force (item 4-9.6) of a body moving in a fluid, dependent on the shape and speed $v$ (ISO 80000-3) of a body: $F_{\mathrm D} = {1\over 2} C_{\mathrm D} \rho v^2 A$ where $\rho$ is mass density (item 4-2) of the fluid and $A$ is cross-section area (ISO 80000-3) of the body",C_D (https://app.notion.com/p/C_D-3c2b24cf917a803a96d1cf29dba9752a?pvs=21),Derived,Steven Jenkins,"August 20, 2026 2:45 PM"
4-24,dynamic viscosity,viscosity (https://app.notion.com/p/viscosity-3c2b24cf917a80829c8cdd900eb3de31?pvs=21),pascal second (https://app.notion.com/p/pascal-second-3c2b24cf917a809aabaaee52c9ea015b?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),"for laminar flows, proportionality constant between shear stress $\tau_{\mathrm{xz}}$ (item 4-16.2) in a fluid moving with a velocity $v_\mathrm x$ (ISO 80000-3) and gradient ${\mathrm d v_{\mathrm x}} / {\mathrm{dz}}$ perpendicular to the plane of shear: $\tau_{\mathrm{xz}} = \eta \frac{\mathrm d v_X}{\mathrm{dz}}$",eta (https://app.notion.com/p/eta-3c0b24cf917a80b98fadf7d23a8cd10b?pvs=21),Derived,Steven Jenkins,"August 20, 2026 2:45 PM"
4-25,kinematic viscosity,,metre squared per second (https://app.notion.com/p/metre-squared-per-second-3c2b24cf917a807da52cd53552aac09a?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),quotient of dynamic viscosity $\eta$ (item 4-24) and mass density $\rho$ (item 4-2) of a fluid: $v = \frac{\eta}{\rho}$,v (https://app.notion.com/p/v-3c0b24cf917a802fac36ca481d26e9bb?pvs=21),Derived,Steven Jenkins,"August 20, 2026 3:06 PM"
4-26,surface tension,,newton per metre (https://app.notion.com/p/newton-per-metre-3c2b24cf917a80bab68dc3b8c67c7ca1?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),magnitude of a force acting against the enlargement of area portion of a surface separating a liquid from its surrounding,"gamma (https://app.notion.com/p/gamma-3c0b24cf917a809faa1ee97a4ab80908?pvs=21), sigma (https://app.notion.com/p/sigma-3c0b24cf917a80608574ea2fb9cb972c?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 3:09 PM"
4-27,power,,"watt (https://app.notion.com/p/watt-ab5ecea8eea24fb893a4637c92729888?pvs=21), newton metre per second (https://app.notion.com/p/newton-metre-per-second-3c2b24cf917a8055976ceee86f84d1fb?pvs=21)",ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),scalar product of force F (item 4-9.1) acting to a body and its velocity v (ISO 80000-3): $P = \boldsymbol F \boldsymbol v$,P (https://app.notion.com/p/P-3c2b24cf917a800db2b0cd42f292259f?pvs=21),Derived,Steven Jenkins,"August 20, 2026 3:20 PM"
4-28.1,potential energy,,joule (https://app.notion.com/p/joule-f298e61345d9421eb4738a34909bc972?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),"for conservative force $\boldsymbol F$, scalar additive quantity obeying condition $\boldsymbol F = - \nabla F$, if it exists","V (https://app.notion.com/p/V-3c0b24cf917a80799652da0a3fb7ab27?pvs=21), E_p (https://app.notion.com/p/E_p-3c2b24cf917a80d1a582c2dde4aabd1a?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 3:32 PM"
4-28.2,kinetic energy,,joule (https://app.notion.com/p/joule-f298e61345d9421eb4738a34909bc972?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),scalar (ISO 80000-2) quantity characterizing a moving body expressed by: $T = \frac{1}{2} m v^2$ where $m$ is mass (item 4-1) of the body and $v$ is its speed (ISO 80000-3),"E (https://app.notion.com/p/E-3c2b24cf917a8091ae3ffc04b5bb74e0?pvs=21), E_k (https://app.notion.com/p/E_k-3c2b24cf917a8013a25af083e48cb37b?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 3:37 PM"
4-28.3,mechanical energy,,joule (https://app.notion.com/p/joule-f298e61345d9421eb4738a34909bc972?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),sum of kinetic energy $T$ (item 4-28.2) and potential energy $V$ (item 4-28.1): $E = T + V$,"E (https://app.notion.com/p/E-3c2b24cf917a8091ae3ffc04b5bb74e0?pvs=21), W (https://app.notion.com/p/W-3c2b24cf917a80cf9571e731df31e51b?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 3:41 PM"
4-28.4,mechanical work,work (https://app.notion.com/p/work-3c2b24cf917a80ae9791eef1f0d582bc?pvs=21),joule (https://app.notion.com/p/joule-f298e61345d9421eb4738a34909bc972?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),"process quantity describing the total action of a force $F$ (item 4-9.1) along a continuous curve $\Gamma$ in three-dimensional space with infinitesimal displacement (ISO 80000-3) $\mathrm d \boldsymbol r$, as a line integral of their scalar product: $A = \int_\Gamma \boldsymbol F \cdot \mathrm d \boldsymbol r$","A (https://app.notion.com/p/A-3c0b24cf917a8076acb9e0a17fec669c?pvs=21), W (https://app.notion.com/p/W-3c2b24cf917a80cf9571e731df31e51b?pvs=21)",Derived,Steven Jenkins,"August 20, 2026 3:45 PM"
4-29,efficiency,,one (https://app.notion.com/p/one-3c0b24cf917a80a2b6efdb4b06e75983?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),"quotient of output power $P_{\mathrm{out}}$ (item 4-27) from a system and input power `P_""in""` (item 4-27) to this system: $\eta = \frac{P_{\mathrm{out}}}{P_{\mathrm{in}}}$",eta (https://app.notion.com/p/eta-3c0b24cf917a80b98fadf7d23a8cd10b?pvs=21),Derived,Steven Jenkins,"August 20, 2026 3:51 PM"
4-30.1,mass flow,,kilogram per square metre per second (https://app.notion.com/p/kilogram-per-square-metre-per-second-3c2b24cf917a80bbb5d2f6c61a6ed3bc?pvs=21),ISO 80000-4 (https://app.notion.com/p/ISO-80000-4-70dc8fd590b7446cbf9b4a0a6c89c177?pvs=21),vector (ISO 80000-2) quantity characterizing a flowing fluid by the product of its local mass density $\rho$ (item 4-2) and local velocity $\boldsymbol v$ (ISO 80000-3): $\boldsymbol j_m = \rho \boldsymbol v$,j_m (https://app.notion.com/p/j_m-3c2b24cf917a80f7aaf5c126150fd00c?pvs=21),Derived,Steven Jenkins,"August 20, 2026 4:13 PM"
